,line,filename,entity,len,lineNo,blank,email,url,phone,sigdelimiter,special,words,header,name,endquote,tabs1,tabs2,tabs3,punct20,punct50,punct90,reply,startpunct,firstchar,replypunct,wrote,alphanum90,alphanum50,alphanum10,num90,num50,num10,title,nlines,len_avg,len_min,len_max,nBlanks,nNonBlanks,nSig,nSigBlocks,posFromEnd,last,prevlast,last5,last11,posRatio,posRatioFromEnd,posRatioNB,lenRatio,lenRatioMax,less_avg_len,more_avg_len,less_avg_len75,less_avg_len50
1545,f:908.273.6940,56_body,signature,14,116,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,f,0,0,1,0,0,0,1,1,0,117,152.0,0,491,3,114,9,1,1,0,1,1,1,0.9914529914529915,0.008547008547008548,1.0175438596491229,0.09210526315789473,0.028513238289205704,1,0,1,1
1546,www.navistaff.com,56_body,signature,17,117,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,w,0,0,1,0,0,0,0,0,0,117,152.0,0,491,3,114,9,1,0,1,0,1,1,1.0,0.0,1.0263157894736843,0.1118421052631579,0.034623217922606926,1,0,1,1
1547,"Starting a few days ago, Lotus notes has been eliminated as a format for inputing schedule confirmation and cut schedule information.  The new process is done in Enpower.  Cara sent a notice out last week and I have left a copy of the new process instruction manual on the Real Time desk.  Please take the time to check it out.  For our purposes we will basically only need to read thru the Path Confirmation instructions.  I had a chance to test out this new process a few weeks ago and it is far better than Lotus Notes and works effectively.  If you have any questions feel free to ask Cara or myself.  Thank you for your attention to this matter.",57_body,no_entity,650,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,1,0,0,0,0,0,0,1,650.0,650,650,0,1,0,0,0,1,0,1,1,1.0,0.0,1.0,1.0,1.0,1,0,0,0
1548,"Bert,",58_body,no_entity,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,B,0,0,1,0,0,0,0,0,1,16,14.0,0,48,6,10,4,2,15,0,0,0,0,0.0625,0.9375,0.1,0.35714285714285715,0.10416666666666667,1,0,1,1
1549,,58_body,no_entity,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,16,14.0,0,48,6,10,4,2,14,0,0,0,0,0.125,0.875,0.2,0.0,0.0,1,0,1,1
1550,EnronOnline Production Cluster - Use Corp Log In,58_body,no_entity,48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,0,0,1,0,0,0,0,0,0,16,14.0,0,48,6,10,4,2,13,0,0,0,0,0.1875,0.8125,0.3,3.4285714285714284,1.0,0,1,0,0
1551,,58_body,no_entity,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,16,14.0,0,48,6,10,4,2,12,0,0,0,0,0.25,0.75,0.4,0.0,0.0,1,0,1,1
1552,EnronOnline Stack Manager,58_body,no_entity,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,0,0,0,0,0,0,0,0,0,16,14.0,0,48,6,10,4,2,11,0,0,0,0,0.3125,0.6875,0.5,1.7857142857142858,0.5208333333333334,0,1,0,0
1553,User ID: bmeyers,58_body,no_entity,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,0,0,1,0,0,0,0,0,0,16,14.0,0,48,6,10,4,2,10,0,0,0,1,0.375,0.625,0.6,1.1428571428571428,0.3333333333333333,0,1,0,0
1554,Password: bmeyers,58_body,no_entity,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,1,0,0,0,0,0,0,16,14.0,0,48,6,10,4,2,9,0,0,0,1,0.4375,0.5625,0.7,1.2142857142857142,0.3541666666666667,0,1,0,0
1555,,58_body,no_entity,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,16,14.0,0,48,6,10,4,2,8,0,0,0,1,0.5,0.5,0.8,0.0,0.0,1,0,1,1
1556,Please let me know if you have any questions.,58_body,no_entity,45,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,1,0,0,0,0,0,0,16,14.0,0,48,6,10,4,2,7,0,0,0,1,0.5625,0.4375,0.9,3.2142857142857144,0.9375,0,1,0,0
1557,,58_body,no_entity,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,16,14.0,0,48,6,10,4,2,6,0,0,0,1,0.625,0.375,1.0,0.0,0.0,1,0,1,1
1558,,58_body,no_entity,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,16,14.0,0,48,6,10,4,2,5,0,0,0,1,0.6875,0.3125,1.1,0.0,0.0,1,0,1,1
1559,"Thank you,",58_body,signature,10,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,T,0,0,1,0,0,0,0,0,0,16,14.0,0,48,6,10,4,2,4,0,0,1,1,0.75,0.25,1.2,0.7142857142857143,0.20833333333333334,1,0,1,0
1560,,58_body,no_entity,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,16,14.0,0,48,6,10,4,2,3,0,0,1,1,0.8125,0.1875,1.3,0.0,0.0,1,0,1,1
1561,Stephanie Sever,58_body,signature,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,1,16,14.0,0,48,6,10,4,2,2,0,0,1,1,0.875,0.125,1.4,1.0714285714285714,0.3125,0,1,0,0
1562,EnronOnline,58_body,signature,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,0,0,0,0,0,0,0,0,0,16,14.0,0,48,6,10,4,2,1,0,1,1,1,0.9375,0.0625,1.5,0.7857142857142857,0.22916666666666666,1,0,0,0
1563,713-853-3465,58_body,signature,12,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,1,1,0,16,14.0,0,48,6,10,4,2,0,1,0,1,1,1.0,0.0,1.6,0.8571428571428571,0.25,1,0,0,0
1564,"Your EnronOnline user ID and password is noted below.  To reach the EnronOnline web site, please use: www.enrononline.com <http://www.enrononline.com>.",59_body,no_entity,151,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,1,0,0,0,0,0,0,16,27.0,0,151,7,9,3,1,15,0,0,0,0,0.0625,0.9375,0.1111111111111111,5.592592592592593,1.0,0,1,0,0
1565,,59_body,no_entity,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,16,27.0,0,151,7,9,3,1,14,0,0,0,0,0.125,0.875,0.2222222222222222,0.0,0.0,1,0,1,1
1566,,59_body,no_entity,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,16,27.0,0,151,7,9,3,1,13,0,0,0,0,0.1875,0.8125,0.3333333333333333,0.0,0.0,1,0,1,1
1567,User ID:	EOL59876,59_body,no_entity,17,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,U,0,0,1,0,0,0,0,1,0,16,27.0,0,151,7,9,3,1,12,0,0,0,0,0.25,0.75,0.4444444444444444,0.6296296296296297,0.11258278145695365,1,0,1,0
1568,Password:	WELCOME!,59_body,no_entity,18,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,P,0,0,1,0,0,0,0,0,0,16,27.0,0,151,7,9,3,1,11,0,0,0,0,0.3125,0.6875,0.5555555555555556,0.6666666666666666,0.11920529801324503,1,0,1,0
1569,,59_body,no_entity,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,16,27.0,0,151,7,9,3,1,10,0,0,0,1,0.375,0.625,0.6666666666666666,0.0,0.0,1,0,1,1
1570,,59_body,no_entity,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,16,27.0,0,151,7,9,3,1,9,0,0,0,1,0.4375,0.5625,0.7777777777777778,0.0,0.0,1,0,1,1
1571,Please note that the User ID and password will need to be in upper case.,59_body,no_entity,72,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,1,0,0,0,0,0,0,16,27.0,0,151,7,9,3,1,8,0,0,0,1,0.5,0.5,0.8888888888888888,2.6666666666666665,0.4768211920529801,0,1,0,0
1572,,59_body,no_entity,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,16,27.0,0,151,7,9,3,1,7,0,0,0,1,0.5625,0.4375,1.0,0.0,0.0,1,0,1,1
1573,Please contact the EnronOnline helpdesk if you have any questions or problems getting into the system.,59_body,no_entity,102,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,1,0,0,0,0,0,0,16,27.0,0,151,7,9,3,1,6,0,0,0,1,0.625,0.375,1.1111111111111112,3.7777777777777777,0.6754966887417219,0,1,0,0
1574,,59_body,no_entity,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,16,27.0,0,151,7,9,3,1,5,0,0,0,1,0.6875,0.3125,1.2222222222222223,0.0,0.0,1,0,1,1
1575,Helpdesk# 713-853-4357,59_body,no_entity,22,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,0,0,1,0,0,0,0,1,1,16,27.0,0,151,7,9,3,1,4,0,0,1,1,0.75,0.25,1.3333333333333333,0.8148148148148148,0.1456953642384106,1,0,0,0
1576,,59_body,no_entity,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,16,27.0,0,151,7,9,3,1,3,0,0,1,1,0.8125,0.1875,1.4444444444444444,0.0,0.0,1,0,1,1
1577,"Thanks,",59_body,signature,7,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,T,0,0,1,0,0,0,0,0,1,16,27.0,0,151,7,9,3,1,2,0,0,1,1,0.875,0.125,1.5555555555555556,0.25925925925925924,0.046357615894039736,1,0,1,1
1578,Cecil John,59_body,signature,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,1,16,27.0,0,151,7,9,3,1,1,0,1,1,1,0.9375,0.0625,1.6666666666666667,0.37037037037037035,0.06622516556291391,1,0,1,1
1579,X3-6259,59_body,signature,7,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,0,0,1,0,0,0,1,1,1,16,27.0,0,151,7,9,3,1,0,1,0,1,1,1.0,0.0,1.7777777777777777,0.25925925925925924,0.046357615894039736,1,0,1,1
1580,"Thanks for your interest in the Assistant Trader positions.  We have had sixteen people express interest in this role.  Based on the criteria listed below, you have been selected to be interviewed for this role.",5_body,no_entity,211,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,T,0,0,1,0,0,0,0,0,0,10,83.0,0,398,3,7,2,1,9,0,0,0,1,0.1,0.9,0.14285714285714285,2.5421686746987953,0.5301507537688442,0,1,0,0
1581,,5_body,no_entity,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,10,83.0,0,398,3,7,2,1,8,0,0,0,1,0.2,0.8,0.2857142857142857,0.0,0.0,1,0,1,1
1582,Been in a trading or scheduling position for at least one year.,5_body,no_entity,63,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,1,0,0,0,0,0,0,10,83.0,0,398,3,7,2,1,7,0,0,0,1,0.3,0.7,0.42857142857142855,0.7590361445783133,0.15829145728643215,1,0,0,0
1583,Consistently received high performance ratings through the PRC process.,5_body,no_entity,71,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,1,0,0,0,0,0,0,10,83.0,0,398,3,7,2,1,6,0,0,0,1,0.4,0.6,0.5714285714285714,0.8554216867469879,0.17839195979899497,1,0,0,0
1584,Has consistently pursued a trading role as a career objective.,5_body,no_entity,62,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,0,0,1,0,0,0,0,0,0,10,83.0,0,398,3,7,2,1,5,0,0,0,1,0.5,0.5,0.7142857142857143,0.7469879518072289,0.15577889447236182,1,0,1,0
1585,,5_body,no_entity,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,10,83.0,0,398,3,7,2,1,4,0,0,1,1,0.6,0.4,0.8571428571428571,0.0,0.0,1,0,1,1
1586,"We are hoping to hold interviews during the next two days and make our decision by the end of the week.  The interviews will be conducted by members of the trading team.  Please send me an e-mail to let me know when you WON'T be available during the next few days.  You will be going through three separate half hour interviews with Crandall/Scholtes, Richter/Mallory, and Belden/Swerzbin.  Thanks.",5_body,no_entity,398,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,W,0,0,1,0,0,0,0,0,0,10,83.0,0,398,3,7,2,1,3,0,0,1,1,0.7,0.3,1.0,4.795180722891566,1.0,0,1,0,0
1587,,5_body,no_entity,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,10,83.0,0,398,3,7,2,1,2,0,0,1,1,0.8,0.2,1.1428571428571428,0.0,0.0,1,0,1,1
1588,"Regards,",5_body,signature,8,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,R,0,0,1,0,0,0,0,0,1,10,83.0,0,398,3,7,2,1,1,0,1,1,1,0.9,0.1,1.2857142857142858,0.0963855421686747,0.020100502512562814,1,0,1,1
1589,Tim,5_body,signature,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,1,10,83.0,0,398,3,7,2,1,0,1,0,1,1,1.0,0.0,1.4285714285714286,0.03614457831325301,0.007537688442211055,1,0,1,1
1590,"Counterparties who have agreed to our direct bill arrangement with El Paso - PNM, LADWP, TEP, AEP",60_body,no_entity,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,1,0,0,0,0,0,0,3,67.0,45,97,0,3,0,0,2,0,0,1,1,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.4477611940298507,1.0,0,1,0,0
1591,Counterparties who have not yet decided - SRP,60_body,no_entity,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,1,0,0,0,0,0,0,3,67.0,45,97,0,3,0,0,1,0,1,1,1,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6716417910447762,0.4639175257731959,1,0,1,0
1592,Counterparties who will not trade with us as El Paso - PAC,60_body,no_entity,58,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,1,0,0,0,0,0,0,3,67.0,45,97,0,3,0,0,0,1,0,1,1,1.0,0.0,1.0,0.8656716417910447,0.5979381443298969,1,0,0,0
1593,FYI -,61_body,no_entity,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,F,0,0,1,0,0,0,0,0,0,14,38.0,0,169,5,9,2,1,13,0,0,0,0,0.07142857142857142,0.9285714285714286,0.1111111111111111,0.13157894736842105,0.029585798816568046,1,0,1,1
1594,,61_body,no_entity,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,14,38.0,0,169,5,9,2,1,12,0,0,0,0,0.14285714285714285,0.8571428571428571,0.2222222222222222,0.0,0.0,1,0,1,1
1595,All trades done on behalf of El Paso will now be directly billed by El Paso. This means three things for us:,61_body,no_entity,108,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,0,1,0,0,0,0,0,0,14,38.0,0,169,5,9,2,1,11,0,0,0,0,0.21428571428571427,0.7857142857142857,0.3333333333333333,2.8421052631578947,0.6390532544378699,0,1,0,0
1596,,61_body,no_entity,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,14,38.0,0,169,5,9,2,1,10,0,0,0,1,0.2857142857142857,0.7142857142857143,0.4444444444444444,0.0,0.0,1,0,1,1
1597,1. Format of the model stays the same. ,61_body,no_entity,39,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,14,38.0,0,169,5,9,2,1,9,0,0,0,1,0.35714285714285715,0.6428571428571429,0.5555555555555556,1.0263157894736843,0.23076923076923078,0,1,0,0
1598,2. Deals do not go into Enpower.,61_body,no_entity,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,14,38.0,0,169,5,9,2,1,8,0,0,0,1,0.42857142857142855,0.5714285714285714,0.6666666666666666,0.8421052631578947,0.1893491124260355,1,0,0,0
1599,"3. ""Counterparty"" in the model must show the billing counterparty only (to simplify Kathy's settlement process).",61_body,no_entity,112,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,14,38.0,0,169,5,9,2,1,7,0,0,0,1,0.5,0.5,0.7777777777777778,2.9473684210526314,0.6627218934911243,0,1,0,0
1600,,61_body,no_entity,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,14,38.0,0,169,5,9,2,1,6,0,0,0,1,0.5714285714285714,0.42857142857142855,0.8888888888888888,0.0,0.0,1,0,1,1
1601,"*Per El Paso, please try to market their power through SRP, PNM, PAC, and LADWP only.* These are the counterparties El Paso has contacted regarding our new arrangement. ",61_body,no_entity,169,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,*,0,0,1,0,0,0,0,0,0,14,38.0,0,169,5,9,2,1,5,0,0,0,1,0.6428571428571429,0.35714285714285715,1.0,4.447368421052632,1.0,0,1,0,0
1602,,61_body,no_entity,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,14,38.0,0,169,5,9,2,1,4,0,0,1,1,0.7142857142857143,0.2857142857142857,1.1111111111111112,0.0,0.0,1,0,1,1
1603,Please let me know if you have questions.,61_body,no_entity,41,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,1,0,0,0,0,0,0,14,38.0,0,169,5,9,2,1,3,0,0,1,1,0.7857142857142857,0.21428571428571427,1.2222222222222223,1.0789473684210527,0.24260355029585798,0,1,0,0
1604,,61_body,no_entity,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,14,38.0,0,169,5,9,2,1,2,0,0,1,1,0.8571428571428571,0.14285714285714285,1.3333333333333333,0.0,0.0,1,0,1,1
1605,"Thanks,",61_body,signature,7,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,T,0,0,1,0,0,0,0,0,1,14,38.0,0,169,5,9,2,1,1,0,1,1,1,0.9285714285714286,0.07142857142857142,1.4444444444444444,0.18421052631578946,0.04142011834319527,1,0,1,1
1606,Kate,61_body,signature,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,0,0,0,0,0,0,0,1,14,38.0,0,169,5,9,2,1,0,1,0,1,1,1.0,0.0,1.5555555555555556,0.10526315789473684,0.023668639053254437,1,0,1,1
1607,"Group,",62_body,no_entity,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,G,0,0,1,0,0,0,0,0,1,10,52.0,0,319,4,6,2,1,9,0,0,0,1,0.1,0.9,0.16666666666666666,0.11538461538461539,0.018808777429467086,1,0,1,1
1608,,62_body,no_entity,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,10,52.0,0,319,4,6,2,1,8,0,0,0,1,0.2,0.8,0.3333333333333333,0.0,0.0,1,0,1,1
1609,"As of HE2 this morning, our contract with MPC was ended. For the time being, we will no longer be balancing MPC's load.",62_body,no_entity,119,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,0,1,0,0,0,0,0,0,10,52.0,0,319,4,6,2,1,7,0,0,0,1,0.3,0.7,0.5,2.2884615384615383,0.3730407523510972,0,1,0,0
1610,,62_body,no_entity,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,10,52.0,0,319,4,6,2,1,6,0,0,0,1,0.4,0.6,0.6666666666666666,0.0,0.0,1,0,1,1
1611,"Also, we can only purchase up to 100 mws from APS transmission. Please do not put wheels in to relieve congestion for over 100 mws. But do check the transmission availability on the website and maximize our ability to relieve congestion with APS in the Southwest. These should be the only congestion wheels that we run.",62_body,no_entity,319,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,0,1,0,0,0,0,0,0,10,52.0,0,319,4,6,2,1,5,0,0,0,1,0.5,0.5,0.8333333333333334,6.134615384615385,1.0,0,1,0,0
1612,,62_body,no_entity,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,10,52.0,0,319,4,6,2,1,4,0,0,1,1,0.6,0.4,1.0,0.0,0.0,1,0,1,1
1613,"Also, please use PNM not AEP for any sleeving for EPE.",62_body,no_entity,54,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,0,1,0,0,0,0,0,0,10,52.0,0,319,4,6,2,1,3,0,0,1,1,0.7,0.3,1.1666666666666667,1.0384615384615385,0.16927899686520376,0,1,0,0
1614,,62_body,no_entity,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,10,52.0,0,319,4,6,2,1,2,0,0,1,1,0.8,0.2,1.3333333333333333,0.0,0.0,1,0,1,1
1615,"Thanks,",62_body,signature,7,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,T,0,0,1,0,0,0,0,0,1,10,52.0,0,319,4,6,2,1,1,0,1,1,1,0.9,0.1,1.5,0.1346153846153846,0.0219435736677116,1,0,1,1
1616,Bill,62_body,signature,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,0,0,0,0,0,1,10,52.0,0,319,4,6,2,1,0,1,0,1,1,1.0,0.0,1.6666666666666667,0.07692307692307693,0.012539184952978056,1,0,1,1
1617,Mr. Meyers-,63_body,no_entity,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,1,0,0,0,0,0,1,13,34.0,0,74,2,11,7,1,12,0,0,0,0,0.07692307692307693,0.9230769230769231,0.09090909090909091,0.3235294117647059,0.14864864864864866,1,0,1,1
1618,,63_body,no_entity,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,13,34.0,0,74,2,11,7,1,11,0,0,0,0,0.15384615384615385,0.8461538461538461,0.18181818181818182,0.0,0.0,1,0,1,1
1619,I received your request from eHR.com this morning. Please let me know what,63_body,no_entity,74,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I,0,0,1,0,0,0,0,0,0,13,34.0,0,74,2,11,7,1,10,0,0,0,1,0.23076923076923078,0.7692307692307693,0.2727272727272727,2.176470588235294,1.0,0,1,0,0
1620,kinds of information you would like so I can best direct your request.,63_body,no_entity,70,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,k,0,0,1,0,0,0,0,0,0,13,34.0,0,74,2,11,7,1,9,0,0,0,1,0.3076923076923077,0.6923076923076923,0.36363636363636365,2.0588235294117645,0.9459459459459459,0,1,0,0
1621,Thank you very much.,63_body,no_entity,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,1,0,0,0,0,0,0,13,34.0,0,74,2,11,7,1,8,0,0,0,1,0.38461538461538464,0.6153846153846154,0.45454545454545453,0.5882352941176471,0.2702702702702703,1,0,1,0
1622,,63_body,no_entity,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,13,34.0,0,74,2,11,7,1,7,0,0,0,1,0.46153846153846156,0.5384615384615384,0.5454545454545454,0.0,0.0,1,0,1,1
1623,________________________________________,63_body,signature,40,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,_,0,0,1,1,1,0,0,0,0,13,34.0,0,74,2,11,7,1,6,0,0,0,1,0.5384615384615384,0.46153846153846156,0.6363636363636364,1.1764705882352942,0.5405405405405406,0,1,0,0
1624,Gary Hewitt,63_body,signature,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,0,0,0,0,0,0,0,0,1,13,34.0,0,74,2,11,7,1,5,0,0,0,1,0.6153846153846154,0.38461538461538464,0.7272727272727273,0.3235294117647059,0.14864864864864866,1,0,1,1
1625,Web Content Manager,63_body,signature,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,0,0,1,0,0,0,0,0,1,13,34.0,0,74,2,11,7,1,4,0,0,1,1,0.6923076923076923,0.3076923076923077,0.8181818181818182,0.5588235294117647,0.25675675675675674,1,0,1,0
1626,Watson Wyatt Worldwide,63_body,signature,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,0,1,13,34.0,0,74,2,11,7,1,3,0,0,1,1,0.7692307692307693,0.23076923076923078,0.9090909090909091,0.6470588235294118,0.2972972972972973,1,0,1,0
1627,"1717 H Street NW * Washington, DC 20006",63_body,signature,39,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,13,34.0,0,74,2,11,7,1,2,0,0,1,1,0.8461538461538461,0.15384615384615385,1.0,1.1470588235294117,0.527027027027027,0,1,0,0
1628,tel: 202-715-7098 * fax: 202-715-4953,63_body,signature,37,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,t,0,0,1,0,0,0,1,1,0,13,34.0,0,74,2,11,7,1,1,0,1,1,1,0.9230769230769231,0.07692307692307693,1.0909090909090908,1.088235294117647,0.5,0,1,0,0
1629,gary.hewitt@watsonwyatt.com * http://www.watsonwyatt.com,63_body,signature,56,13,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,g,0,0,1,0,0,0,0,0,0,13,34.0,0,74,2,11,7,1,0,1,0,1,1,1.0,0.0,1.1818181818181819,1.6470588235294117,0.7567567567567568,0,1,0,0
1630,Please be advised that:,64_body,no_entity,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,1,0,0,0,0,0,0,16,36.0,0,158,5,11,3,2,15,0,0,0,0,0.0625,0.9375,0.09090909090909091,0.6388888888888888,0.14556962025316456,1,0,1,0
1631,,64_body,no_entity,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,16,36.0,0,158,5,11,3,2,14,0,0,0,0,0.125,0.875,0.18181818181818182,0.0,0.0,1,0,1,1
